ID,duration,wav,spk_id,wrd
loc_005-STE-094,1.04625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-094.wav,094,ngə mə yəmə
loc_005-STE-071,1.06325,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-071.wav,071,a dzə́m m̀bəŋ
loc_005-STE-095,1.2691875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-095.wav,095,ma kədzɔág
loc_005-STE-015,1.8383125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-015.wav,015,biá yikə̄yén ǹgəngáŋ
loc_005-STE-045,1.4384375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-045.wav,045,ma kə êsyé
loc_005-STE-028,2.4070625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-028.wav,028,byakə bəbə mod yǎ fəfə
loc_005-STE-002,1.412,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-002.wav,002,yə o nə vɔɛ́
loc_005-STE-096,1.258375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-096.wav,096,a bə́ âfúb
loc_005-STE-001,1.129375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-001.wav,001,m̀bəmbə amǒs
loc_005-STE-014,2.0725625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-014.wav,014,ó bələ kíg mbəmbə nyɔ́l
loc_005-STE-030,2.6585,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-030.wav,030,myál wákuí ai alú
loc_005-STE-053,1.3766875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-053.wav,053,o nə abán
loc_005-STE-098,1.3600625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-098.wav,098,a daŋ nyəb á dzǎl
loc_005-STE-092,1.6793125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-092.wav,092,bí yə̄gé abuí
loc_005-STE-044,1.575375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-044.wav,044,ǹnə́m wá sán nyé
loc_005-STE-034,3.0625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-034.wav,034,mɔ́n zing a byálí é kídí nyí
loc_005-STE-000,1.1000625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-000.wav,000,m̀bəmbə kídi
loc_005-STE-080,1.472,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-080.wav,080,dzam éngóngɔ́l
loc_005-STE-025,3.6430625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-025.wav,025,ǹtól mǎnyǎŋ wama ayǎb a lodo ma
loc_005-STE-082,1.373625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-082.wav,082,ma dzə́ŋ bílɔ́g
loc_005-STE-059,1.56125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-059.wav,059,vááni nyé bídí
loc_005-STE-009,1.12525,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-009.wav,009,ma yám bídí
loc_005-STE-026,2.7578125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-026.wav,026,mə nə ǹtól mɔ́n bəbonde báma
loc_005-STE-019,1.5621875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-019.wav,019,a ngâyiyǎbyé
loc_005-STE-073,0.969875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-073.wav,073,a bɔ́d m̀bəŋ
loc_005-STE-064,1.5535,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-064.wav,064,esɔ́á anə vé
loc_005-STE-068,1.88775,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-068.wav,068,ma kə á dulu okídí
loc_005-STE-022,1.9744375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-022.wav,022,fám yáyónkíg
loc_005-STE-057,1.8200625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-057.wav,057,a bə̌bə ǹló dzóbo
loc_005-STE-061,1.1844375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-061.wav,061,kələ́ fəb ndóan
loc_005-STE-089,1.91375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-089.wav,089,a dúgan á ndá dzié
loc_005-STE-077,1.1003125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-077.wav,077,bə́ nə ā zěn
loc_005-STE-079,1.50975,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-079.wav,079,ma və́ wa ǹtsogán
loc_005-STE-020,1.6676875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-020.wav,020,naná a nə mvɔɛ́
loc_005-STE-067,1.738,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-067.wav,067,ńnyə anə́ ńtól
loc_005-STE-091,1.4771875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-091.wav,091,wa dzáɛ abǒg
loc_005-STE-090,1.2971875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-090.wav,090,a tádi nə ayón
loc_005-STE-076,1.6079375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-076.wav,076,bəyə́bə yǎ dzāl
loc_005-STE-037,0.98975,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-037.wav,037,bá fulan
loc_005-STE-005,1.185625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-005.wav,005,dzé wā bɔ
loc_005-STE-100,1.1755625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-100.wav,100,ma wóg miǹtag
loc_005-STE-039,1.4046875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-039.wav,039,é nə mvóé dzama
loc_005-STE-024,1.627875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-024.wav,024,é fám nyí ya nyəb
loc_005-STE-046,0.8724375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-046.wav,046,ma yəbə
loc_005-STE-004,1.05025,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-004.wav,004,wa kə vé
loc_003-STE-066,3.0639375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-066.wav,066,bə́ nə bɔ̌bə̄dzǎŋ
loc_003-STE-021,3.287125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-021.wav,021,mǎnyǎŋ wama ayilúg
loc_003-STE-027,6.0705,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-027.wav,027,bəfám yǎ dzāl bá lɛ̂ á élé ásí
loc_003-STE-031,3.583125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-031.wav,031,ongɔlɔ anə m̀fəfə́g mod
loc_003-STE-102,3.6894375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-102.wav,102,ǹnǒm mod élé ásí
loc_003-STE-060,1.7110625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-060.wav,060,a wɔ́bɔ
loc_003-STE-085,1.3243125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-085.wav,085,yám
loc_003-STE-093,3.100875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-093.wav,093,miǹkúd myávín
loc_003-STE-062,3.1490625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-062.wav,062,mvyě e nə vé
loc_003-STE-083,2.915375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-083.wav,083,a bələ̄ dzwé dáma
loc_003-STE-055,2.4873125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-055.wav,055,a nə ebyandí
loc_003-STE-078,3.36775,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-078.wav,078,a tádi nə̌ atyé m̀bíl
loc_003-STE-013,2.4751875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-013.wav,013,o nə kaiza
loc_003-STE-075,2.7425,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-075.wav,075,a bɔ́ bía m̀bəŋ
loc_003-STE-042,2.4010625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-042.wav,042,ma yón âfan
loc_003-STE-056,1.667,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-056.wav,056,a nə fəg
loc_003-STE-023,3.4201875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-023.wav,023,é miníngá nyɔ́ a nyəb
loc_003-STE-058,2.696,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-058.wav,058,ma kə kə óyɔ́
loc_003-STE-007,3.053375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-007.wav,007,bə́sə bə́ nə mvɔɛ́
loc_003-STE-016,2.3648125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-016.wav,016,ma wóg ekódé
loc_003-STE-069,2.584125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-069.wav,069,bikai bí nə
loc_003-STE-048,1.549875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-048.wav,048,ma kɔn
loc_003-STE-038,1.84375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-038.wav,038,ma bad tsog
loc_003-STE-052,2.663625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-052.wav,052,ma fas
loc_003-STE-088,2.2983125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-088.wav,088,ma wóg sɔ́m
loc_003-STE-054,1.611375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-054.wav,054,wa ding
loc_003-STE-018,1.6191875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-018.wav,018,mə nə abum
loc_003-STE-072,2.81375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-072.wav,072,ma yəm afan
loc_003-STE-087,3.7445625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-087.wav,087,a yen mininagá
loc_003-STE-084,2.352125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-084.wav,084,ma kus biyé
loc_003-STE-008,1.9995625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-008.wav,008,ma kə ǎfub
loc_003-STE-081,2.4091875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-081.wav,081,mə̌ sende
loc_003-STE-010,2.3521875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-010.wav,010,ma kə á ǹsom
loc_003-STE-003,4.467125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-003.wav,003,yə ndâ bod dzoe e nə mvoɛ́
loc_003-STE-035,2.58625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-035.wav,035,mayi nə̄ madí
loc_003-STE-097,2.213625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-097.wav,097,a búg fón
loc_003-STE-043,2.480625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-043.wav,043,evúndi yá lod
loc_003-STE-029,3.6848125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-029.wav,029,kúb ya lɔ́ŋ á kídí
loc_003-STE-006,2.2663125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-006.wav,006,mə nə mvɔɛ́
loc_003-STE-032,3.557875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-032.wav,032,bə́ngɔnɔ anyú mə́ndím
loc_003-STE-041,2.7226875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-041.wav,041,ma ding və wa
loc_003-STE-011,2.31275,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-011.wav,011,a kə á mákíd
loc_003-STE-099,2.1816875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-099.wav,099,a nə ewólo
loc_003-STE-051,2.0065,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-051.wav,051,wa sɔ́ vé
loc_003-STE-101,2.2649375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-101.wav,101,o nə engongɔ́l
loc_003-STE-063,4.7865,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-063.wav,063,etǔn ndá dzáma é nə vé
loc_003-STE-040,2.386375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-040.wav,040,mim̀bú myálod
loc_003-STE-094,2.6795625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-094.wav,094,ngə mə yəmə
loc_003-STE-071,2.2568125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-071.wav,071,a dzə́m m̀bəŋ
loc_003-STE-095,2.0399375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-095.wav,095,ma kədzɔág
loc_003-STE-015,3.253125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-015.wav,015,biá yikə̄yén ǹgəngáŋ
loc_003-STE-045,2.0756875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-045.wav,045,ma kə êsyé
loc_003-STE-028,5.0345,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-028.wav,028,byakə bəbə mod yǎ fəfə
loc_003-STE-002,2.597625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-002.wav,002,yə o nə vɔɛ́
loc_003-STE-096,1.827,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-096.wav,096,a bə́ âfúb
loc_003-STE-001,3.08425,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-001.wav,001,m̀bəmbə amǒs
loc_003-STE-014,3.3033125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-014.wav,014,ó bələ kíg mbəmbə nyɔ́l
loc_003-STE-030,4.533625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-030.wav,030,myál wákuí ai alú
loc_003-STE-053,1.9,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-053.wav,053,o nə abán
loc_003-STE-098,2.9621875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-098.wav,098,a daŋ nyəb á dzǎl
loc_003-STE-092,2.579,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-092.wav,092,bí yə̄gé abuí
loc_003-STE-044,3.113125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-044.wav,044,ǹnə́m wá sán nyé
loc_003-STE-034,5.509625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-034.wav,034,mɔ́n zing a byálí é kídí nyí
loc_003-STE-000,2.847125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-000.wav,000,m̀bəmbə kídi
loc_003-STE-080,2.597125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-080.wav,080,dzam éngóngɔ́l
loc_003-STE-025,6.1283125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-025.wav,025,ǹtól mǎnyǎŋ wama ayǎb a lodo ma
loc_003-STE-082,2.4213125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-082.wav,082,ma dzə́ŋ bílɔ́g
loc_003-STE-059,3.0876875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-059.wav,059,vááni nyé bídí
loc_003-STE-009,2.54625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-009.wav,009,ma yám bídí
loc_003-STE-026,5.4608125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-026.wav,026,mə nə ǹtól mɔ́n bəbonde báma
loc_003-STE-019,2.6764375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-019.wav,019,a ngâyiyǎbyé
loc_003-STE-073,2.233,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-073.wav,073,a bɔ́d m̀bəŋ
loc_003-STE-064,3.4906875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-064.wav,064,esɔ́á anə vé
loc_003-STE-068,3.36325,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-068.wav,068,ma kə á dulu okídí
loc_003-STE-022,2.996875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-022.wav,022,fám yáyónkíg
loc_003-STE-057,3.3728125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-057.wav,057,a bə̌bə ǹló dzóbo
loc_003-STE-061,2.8375625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-061.wav,061,kələ́ fəb ndóan
loc_003-STE-089,3.27825,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-089.wav,089,a dúgan á ndá dzié
loc_003-STE-077,2.1769375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-077.wav,077,bə́ nə ā zěn
loc_003-STE-079,3.2171875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-079.wav,079,ma və́ wa ǹtsogán
loc_003-STE-020,2.790875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-020.wav,020,naná a nə mvɔɛ́
loc_003-STE-067,2.602625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-067.wav,067,ńnyə anə́ ńtól
loc_003-STE-091,2.017375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-091.wav,091,wa dzáɛ abǒg
loc_003-STE-090,2.883,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-090.wav,090,a tádi nə ayón
loc_003-STE-076,3.0874375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-076.wav,076,bəyə́bə yǎ dzāl
loc_003-STE-037,1.9036875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-037.wav,037,bá fulan
loc_003-STE-005,2.39975,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-005.wav,005,dzé wā bɔ
loc_003-STE-100,2.2035625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-100.wav,100,ma wóg miǹtag
loc_003-STE-039,2.656125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-039.wav,039,é nə mvóé dzama
loc_003-STE-024,2.9864375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-024.wav,024,é fám nyí ya nyəb
loc_003-STE-046,1.7178125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-046.wav,046,ma yəbə
loc_003-STE-004,2.1615625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_003/STE-004.wav,004,wa kə vé
loc_001-STE-066,4.6288125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-066.wav,066,bə́ nə bɔ̌bə̄dzǎŋ
loc_001-STE-021,4.371875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-021.wav,021,mǎnyǎŋ wama ayilúg
loc_001-STE-027,9.53625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-027.wav,027,bəfám yǎ dzāl bá lɛ̂ á élé ásí
loc_001-STE-031,6.26275,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-031.wav,031,ongɔlɔ anə m̀fəfə́g mod
loc_001-STE-102,6.1015,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-102.wav,102,ǹnǒm mod élé ásí
loc_001-STE-060,1.425375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-060.wav,060,a wɔ́bɔ
loc_001-STE-085,1.1026875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-085.wav,085,yám
loc_001-STE-093,4.8965,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-093.wav,093,miǹkúd myávín
loc_001-STE-062,4.9225625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_001/STE-062.wav,062,mvyě e nə vé
