ID,duration,wav,spk_id,wrd
loc_005-STE-058,1.1483125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-058.wav,058,ma kə kə óyɔ́
loc_005-STE-054,0.71975,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-054.wav,054,wa ding
loc_005-STE-056,0.9145625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-056.wav,056,a nə fəg
loc_005-STE-084,1.139,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-084.wav,084,ma kus biyé
loc_005-STE-046,0.8724375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-046.wav,046,ma yəbə
loc_005-STE-068,1.88775,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-068.wav,068,ma kə á dulu okídí
loc_005-STE-048,0.8628125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-048.wav,048,ma kɔn
loc_005-STE-053,1.3766875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-053.wav,053,o nə abán
loc_005-STE-052,0.97675,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-052.wav,052,ma fas
loc_005-STE-044,1.575375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-044.wav,044,ǹnə́m wá sán nyé
loc_005-STE-051,0.9855625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-051.wav,051,wa sɔ́ vé
loc_005-STE-060,0.7665,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-060.wav,060,a wɔ́bɔ
loc_005-STE-041,1.4085625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-041.wav,041,ma ding və wa
loc_005-STE-043,1.586375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-043.wav,043,evúndi yá lod
loc_005-STE-062,1.3565625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-062.wav,062,mvyě e nə vé
loc_005-STE-042,1.0798125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-042.wav,042,ma yón âfan
loc_005-STE-061,1.1844375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-061.wav,061,kələ́ fəb ndóan
loc_005-STE-039,1.4046875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-039.wav,039,é nə mvóé dzama
loc_005-STE-038,1.1209375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-038.wav,038,ma bad tsog
loc_005-STE-032,2.1279375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-032.wav,032,bə́ngɔnɔ anyú mə́ndím
loc_005-STE-034,3.0625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-034.wav,034,mɔ́n zing a byálí é kídí nyí
loc_005-STE-037,0.98975,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-037.wav,037,bá fulan
loc_005-STE-063,2.2846875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-063.wav,063,etǔn ndá dzáma é nə vé
loc_005-STE-027,3.533625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-027.wav,027,bəfám yǎ dzāl bá lɛ̂ á élé ásí
loc_005-STE-031,2.872625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-031.wav,031,ongɔlɔ anə m̀fəfə́g mod
loc_005-STE-035,1.95725,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-035.wav,035,mayi nə̄ madí
loc_005-STE-024,1.627875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-024.wav,024,é fám nyí ya nyəb
loc_005-STE-028,2.4070625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-028.wav,028,byakə bəbə mod yǎ fəfə
loc_005-STE-029,2.546875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-029.wav,029,kúb ya lɔ́ŋ á kídí
loc_005-STE-030,2.6585,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-030.wav,030,myál wákuí ai alú
loc_005-STE-026,2.7578125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-026.wav,026,mə nə ǹtól mɔ́n bəbonde báma
loc_005-STE-020,1.6676875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-020.wav,020,naná a nə mvɔɛ́
loc_005-STE-021,1.8105625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-021.wav,021,mǎnyǎŋ wama ayilúg
loc_005-STE-018,1.057125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-018.wav,018,mə nə abum
loc_005-STE-019,1.5621875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-019.wav,019,a ngâyiyǎbyé
loc_005-STE-045,1.4384375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-045.wav,045,ma kə êsyé
loc_005-STE-025,3.6430625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-025.wav,025,ǹtól mǎnyǎŋ wama ayǎb a lodo ma
loc_005-STE-016,1.856,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-016.wav,016,ma wóg ekódé
loc_005-STE-014,2.0725625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-014.wav,014,ó bələ kíg mbəmbə nyɔ́l
loc_005-STE-011,1.06775,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-011.wav,011,a kə á mákíd
loc_005-STE-022,1.9744375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-022.wav,022,fám yáyónkíg
loc_005-STE-023,1.856875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-023.wav,023,é miníngá nyɔ́ a nyəb
loc_005-STE-010,1.294625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-010.wav,010,ma kə á ǹsom
loc_005-STE-013,1.11225,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-013.wav,013,o nə kaiza
loc_005-STE-015,1.8383125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-015.wav,015,biá yikə̄yén ǹgəngáŋ
loc_005-STE-008,0.952875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-008.wav,008,ma kə ǎfub
loc_005-STE-006,0.992375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-006.wav,006,mə nə mvɔɛ́
loc_005-STE-009,1.12525,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-009.wav,009,ma yám bídí
loc_005-STE-040,1.4136875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-040.wav,040,mim̀bú myálod
loc_005-STE-007,1.361125,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-007.wav,007,bə́sə bə́ nə mvɔɛ́
loc_005-STE-000,1.1000625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-000.wav,000,m̀bəmbə kídi
loc_005-STE-005,1.185625,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-005.wav,005,dzé wā bɔ
loc_005-STE-003,2.3634375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-003.wav,003,yə ndâ bod dzoe e nə mvoɛ́
loc_005-STE-004,1.05025,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-004.wav,004,wa kə vé
loc_005-STE-002,1.412,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-002.wav,002,yə o nə vɔɛ́
loc_005-STE-001,1.129375,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-001.wav,001,m̀bəmbə amǒs
loc_005-STE-078,1.888,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-078.wav,078,a tádi nə̌ atyé m̀bíl
loc_005-STE-095,1.2691875,datasets/Phrases/train/multi-speakers/Corpus Phrases simples/loc_005/STE-095.wav,095,ma kədzɔág
single-speakers-Recording-11,8.192,datasets/Phrases/train/single-speakers/Recording-11.wav,11,dzé wā bɔ  dzé wā bɔ  dzé wā bɔ
single-speakers-Recording-12,9.024,datasets/Phrases/train/single-speakers/Recording-12.wav,12,mə nə mvɔɛ́ mə nə mvɔɛ́ mə nə mvɔɛ́
single-speakers-Recording-13,7.936,datasets/Phrases/train/single-speakers/Recording-13.wav,13,bə́sə bə́ nə mvɔɛ́ bə́sə bə́ nə mvɔɛ́ bə́sə bə́ nə mvɔɛ́
single-speakers-Recording-14,8.32,datasets/Phrases/train/single-speakers/Recording-14.wav,14,ma kə ǎfub ma kə ǎfub ma kə ǎfub
single-speakers-Recording-15,7.424,datasets/Phrases/train/single-speakers/Recording-15.wav,15,ma yám bídí ma yám bídí ma yám bídí
single-speakers-Recording-16,8.384,datasets/Phrases/train/single-speakers/Recording-16.wav,16,ma kə á ǹsom ma kə á ǹsom ma kə á ǹsom
single-speakers-Recording-17,7.68,datasets/Phrases/train/single-speakers/Recording-17.wav,17,a kə á mákíd a kə á mákíd a kə á mákíd
single-speakers-Recording-19,8.0,datasets/Phrases/train/single-speakers/Recording-19.wav,19,o nə kaiza o nə kaiza o nə kaiza
single-speakers-Recording-20,10.048,datasets/Phrases/train/single-speakers/Recording-20.wav,20,ó bələ kíg mbəmbə nyɔ́l ó bələ kíg mbəmbə nyɔ́l ó bələ kíg mbəmbə nyɔ́l
single-speakers-Recording-21,9.088,datasets/Phrases/train/single-speakers/Recording-21.wav,21,biá yikə̄yén ǹgəngáŋ biá yikə̄yén ǹgəngáŋ biá yikə̄yén ǹgəngáŋ
single-speakers-Recording-22,9.28,datasets/Phrases/train/single-speakers/Recording-22.wav,22,ma wóg ekódé ma wóg ekódé ma wóg ekódé
single-speakers-Recording-24,6.464,datasets/Phrases/train/single-speakers/Recording-24.wav,24,mə nə abum mə nə abum mə nə abum
single-speakers-Recording-25,8.384,datasets/Phrases/train/single-speakers/Recording-25.wav,25,a ngâyiyǎbyé a ngâyiyǎbyé a ngâyiyǎbyé
single-speakers-Recording-26,8.896,datasets/Phrases/train/single-speakers/Recording-26.wav,26,naná a nə mvɔɛ́ naná a nə mvɔɛ́ naná a nə mvɔɛ́
single-speakers-Recording-27,8.384,datasets/Phrases/train/single-speakers/Recording-27.wav,27,mǎnyǎŋ wama ayilúg mǎnyǎŋ wama ayilúg mǎnyǎŋ wama ayilúg
single-speakers-Recording-28,9.024,datasets/Phrases/train/single-speakers/Recording-28.wav,28,fám yáyónkíg fám yáyónkíg fám yáyónkíg
single-speakers-Recording-29,9.728,datasets/Phrases/train/single-speakers/Recording-29.wav,29,é miníngá nyɔ́ a nyəb é miníngá nyɔ́ a nyəb é miníngá nyɔ́ a nyəb
single-speakers-Recording-30,9.216,datasets/Phrases/train/single-speakers/Recording-30.wav,30,é fám nyí ya nyəb é fám nyí ya nyəb é fám nyí ya nyəb
single-speakers-Recording-31,19.2,datasets/Phrases/train/single-speakers/Recording-31.wav,31,ǹtól mǎnyǎŋ wama ayǎb a lodo ma ǹtól mǎnyǎŋ wama ayǎb a lodo ma ǹtól mǎnyǎŋ wama ayǎb a lodo ma
single-speakers-Recording-32,11.776,datasets/Phrases/train/single-speakers/Recording-32.wav,32,mə nə ǹtól mɔ́n bəbonde báma mə nə ǹtól mɔ́n bəbonde báma mə nə ǹtól mɔ́n bəbonde báma
single-speakers-Recording-33,19.2,datasets/Phrases/train/single-speakers/Recording-33.wav,33,bəfám yǎ dzāl bá lɛ̂ á élé ásí bəfám yǎ dzāl bá lɛ̂ á élé ásí bəfám yǎ dzāl bá lɛ̂ á élé ásí
single-speakers-Recording-34,12.352,datasets/Phrases/train/single-speakers/Recording-34.wav,34,byakə bəbə mod yǎ fəfə byakə bəbə mod yǎ fəfə byakə bəbə mod yǎ fəfə
single-speakers-Recording-35,11.52,datasets/Phrases/train/single-speakers/Recording-35.wav,35,kúb ya lɔ́ŋ á kídí kúb ya lɔ́ŋ á kídí kúb ya lɔ́ŋ á kídí
single-speakers-Recording-36,17.28,datasets/Phrases/train/single-speakers/Recording-36.wav,36,myál wákuí ai alú myál wákuí ai alú myál wákuí ai alú
single-speakers-Recording-37,13.888,datasets/Phrases/train/single-speakers/Recording-37.wav,37,ongɔlɔ anə m̀fəfə́g mod ongɔlɔ anə m̀fəfə́g mod ongɔlɔ anə m̀fəfə́g mod
single-speakers-Recording-38,10.176,datasets/Phrases/train/single-speakers/Recording-38.wav,38,bə́ngɔnɔ anyú mə́ndím bə́ngɔnɔ anyú mə́ndím bə́ngɔnɔ anyú mə́ndím
single-speakers-Recording-40,21.76,datasets/Phrases/train/single-speakers/Recording-40.wav,40,mɔ́n zing a byálí é kídí nyí mɔ́n zing a byálí é kídí nyí mɔ́n zing a byálí é kídí nyí
single-speakers-Recording-41,13.248,datasets/Phrases/train/single-speakers/Recording-41.wav,41,mayi nə̄ madí mayi nə̄ madí mayi nə̄ madí
single-speakers-Recording-43,6.976,datasets/Phrases/train/single-speakers/Recording-43.wav,43,bá fulan bá fulan bá fulan
single-speakers-Recording-44,6.976,datasets/Phrases/train/single-speakers/Recording-44.wav,44,ma bad tsog ma bad tsog ma bad tsog
single-speakers-Recording-45,7.68,datasets/Phrases/train/single-speakers/Recording-45.wav,45,é nə mvóé dzama é nə mvóé dzama é nə mvóé dzama
single-speakers-Recording-46,9.088,datasets/Phrases/train/single-speakers/Recording-46.wav,46,mim̀bú myálod mim̀bú myálod mim̀bú myálod
single-speakers-Recording-47,8.0,datasets/Phrases/train/single-speakers/Recording-47.wav,47,ma ding və wa ma ding və wa ma ding və wa
single-speakers-Recording-48,5.76,datasets/Phrases/train/single-speakers/Recording-48.wav,48,ma yón âfan ma yón âfan ma yón âfan
single-speakers-Recording-50,7.424,datasets/Phrases/train/single-speakers/Recording-50.wav,50,evúndi yá lod evúndi yá lod evúndi yá lod
single-speakers-Recording-51,9.216,datasets/Phrases/train/single-speakers/Recording-51.wav,51,ǹnə́m wá sán nyé ǹnə́m wá sán nyé ǹnə́m wá sán nyé
single-speakers-Recording-52,11.072,datasets/Phrases/train/single-speakers/Recording-52.wav,52,ma kə êsyé ma kə êsyé ma kə êsyé
single-speakers-Recording-53,5.568,datasets/Phrases/train/single-speakers/Recording-53.wav,53,ma yəbə ma yəbə ma yəbə
single-speakers-Recording-55,6.336,datasets/Phrases/train/single-speakers/Recording-55.wav,55,ma kɔn ma kɔn ma kɔn
single-speakers-Recording-58,7.488,datasets/Phrases/train/single-speakers/Recording-58.wav,58,wa sɔ́ vé  wa sɔ́ vé  wa sɔ́ vé
single-speakers-Recording-59,6.912,datasets/Phrases/train/single-speakers/Recording-59.wav,59,ma fas ma fas ma fas
single-speakers-Recording-60,9.984,datasets/Phrases/train/single-speakers/Recording-60.wav,60,o nə abán o nə abán o nə abán
single-speakers-Recording-61,9.792,datasets/Phrases/train/single-speakers/Recording-61.wav,61,wa ding wa ding wa ding
single-speakers-Recording-62,10.048,datasets/Phrases/train/single-speakers/Recording-62.wav,62,a nə ebyandí a nə ebyandí a nə ebyandí
single-speakers-Recording-63,7.296,datasets/Phrases/train/single-speakers/Recording-63.wav,63,a nə fəg a nə fəg a nə fəg
single-speakers-Recording-64,10.304,datasets/Phrases/train/single-speakers/Recording-64.wav,64,a bə̌bə ǹló dzóbo a bə̌bə ǹló dzóbo a bə̌bə ǹló dzóbo
single-speakers-Recording-65,8.192,datasets/Phrases/train/single-speakers/Recording-65.wav,65,ma kə kə óyɔ́ ma kə kə óyɔ́ ma kə kə óyɔ́
single-speakers-Recording-66,9.856,datasets/Phrases/train/single-speakers/Recording-66.wav,66,vááni nyé bídí vááni nyé bídí vááni nyé bídí
single-speakers-Recording-67,7.232,datasets/Phrases/train/single-speakers/Recording-67.wav,67,a wɔ́bɔ a wɔ́bɔ a wɔ́bɔ
single-speakers-Recording-68,8.96,datasets/Phrases/train/single-speakers/Recording-68.wav,68,kələ́ fəb ndóan kələ́ fəb ndóan kələ́ fəb ndóan
single-speakers-Recording-69,9.92,datasets/Phrases/train/single-speakers/Recording-69.wav,69,mvyě e nə vé  mvyě e nə vé  mvyě e nə vé
single-speakers-Recording-70,11.456,datasets/Phrases/train/single-speakers/Recording-70.wav,70,etǔn ndá dzáma é nə vé  etǔn ndá dzáma é nə vé  etǔn ndá dzáma é nə vé
single-speakers-Recording-71,9.088,datasets/Phrases/train/single-speakers/Recording-71.wav,71,esɔ́á anə vé  esɔ́á anə vé  esɔ́á anə vé
single-speakers-Recording-74,9.984,datasets/Phrases/train/single-speakers/Recording-74.wav,74,bə́ nə bɔ̌bə̄dzǎŋ bə́ nə bɔ̌bə̄dzǎŋ bə́ nə bɔ̌bə̄dzǎŋ
single-speakers-Recording-75,10.816,datasets/Phrases/train/single-speakers/Recording-75.wav,75,ńnyə anə́ ńtól ńnyə anə́ ńtól ńnyə anə́ ńtól
single-speakers-Recording-76,11.584,datasets/Phrases/train/single-speakers/Recording-76.wav,76,ma kə á dulu okídí ma kə á dulu okídí ma kə á dulu okídí
single-speakers-Recording-77,9.664,datasets/Phrases/train/single-speakers/Recording-77.wav,77,bikai bí nə bikai bí nə bikai bí nə
single-speakers-Recording-79,9.472,datasets/Phrases/train/single-speakers/Recording-79.wav,79,a dzə́m m̀bəŋ a dzə́m m̀bəŋ a dzə́m m̀bəŋ
single-speakers-Recording-80,8.704,datasets/Phrases/train/single-speakers/Recording-80.wav,80,ma yəm afan ma yəm afan ma yəm afan
single-speakers-Recording-82,8.64,datasets/Phrases/train/single-speakers/Recording-82.wav,82,a bɔ́d m̀bəŋ a bɔ́d m̀bəŋ a bɔ́d m̀bəŋ
single-speakers-Recording-84,9.216,datasets/Phrases/train/single-speakers/Recording-84.wav,84,a bɔ́ bía m̀bəŋ a bɔ́ bía m̀bəŋ a bɔ́ bía m̀bəŋ
single-speakers-Recording-85,9.664,datasets/Phrases/train/single-speakers/Recording-85.wav,85,bəyə́bə yǎ dzāl bəyə́bə yǎ dzāl bəyə́bə yǎ dzāl
single-speakers-Recording-86,9.152,datasets/Phrases/train/single-speakers/Recording-86.wav,86,bə́ nə ā zěn bə́ nə ā zěn bə́ nə ā zěn
single-speakers-Recording-87,11.008,datasets/Phrases/train/single-speakers/Recording-87.wav,87,a tádi nə̌ atyé m̀bíl a tádi nə̌ atyé m̀bíl a tádi nə̌ atyé m̀bíl
single-speakers-Recording-88,11.52,datasets/Phrases/train/single-speakers/Recording-88.wav,88,ma və́ wa ǹtsogán ma və́ wa ǹtsogán ma və́ wa ǹtsogán
single-speakers-Recording-89,8.64,datasets/Phrases/train/single-speakers/Recording-89.wav,89,dzam éngóngɔ́l dzam éngóngɔ́l dzam éngóngɔ́l
single-speakers-Recording-90,10.752,datasets/Phrases/train/single-speakers/Recording-90.wav,90,mə̌ sende mə̌ sende mə̌ sende
single-speakers-Recording-91,11.008,datasets/Phrases/train/single-speakers/Recording-91.wav,91,ma dzə́ŋ bílɔ́g ma dzə́ŋ bílɔ́g ma dzə́ŋ bílɔ́g
single-speakers-Recording-92,11.712,datasets/Phrases/train/single-speakers/Recording-92.wav,92,a bələ̄ dzwé dáma a bələ̄ dzwé dáma a bələ̄ dzwé dáma
single-speakers-Recording-93,7.808,datasets/Phrases/train/single-speakers/Recording-93.wav,93,ma kus biyé ma kus biyé ma kus biyé
single-speakers-Recording-94,5.76,datasets/Phrases/train/single-speakers/Recording-94.wav,94,yám yám yám
single-speakers-Recording-96,9.088,datasets/Phrases/train/single-speakers/Recording-96.wav,96,a yen mininagá a yen mininagá a yen mininagá
single-speakers-Recording-97,9.152,datasets/Phrases/train/single-speakers/Recording-97.wav,97,ma wóg sɔ́m ma wóg sɔ́m ma wóg sɔ́m
single-speakers-Recording-98,10.24,datasets/Phrases/train/single-speakers/Recording-98.wav,98,a dúgan á ndá dzié a dúgan á ndá dzié a dúgan á ndá dzié
single-speakers-Recording-99,10.688,datasets/Phrases/train/single-speakers/Recording-99.wav,99,a tádi nə ayón a tádi nə ayón a tádi nə ayón
single-speakers-Recording-100,10.496,datasets/Phrases/train/single-speakers/Recording-100.wav,100,wa dzáɛ abǒg wa dzáɛ abǒg wa dzáɛ abǒg
single-speakers-Recording-101,9.6,datasets/Phrases/train/single-speakers/Recording-101.wav,101,bí yə̄gé abuí bí yə̄gé abuí bí yə̄gé abuí
single-speakers-Recording-102,10.816,datasets/Phrases/train/single-speakers/Recording-102.wav,102,miǹkúd myávín miǹkúd myávín miǹkúd myávín
single-speakers-Recording-103,6.08,datasets/Phrases/train/single-speakers/Recording-103.wav,103,ngə mə yəmə ngə mə yəmə ngə mə yəmə
single-speakers-Recording-104,9.856,datasets/Phrases/train/single-speakers/Recording-104.wav,104,ma kədzɔág ma kədzɔág ma kədzɔág
single-speakers-Recording-105,9.088,datasets/Phrases/train/single-speakers/Recording-105.wav,105,a bə́ âfúb a bə́ âfúb a bə́ âfúb
single-speakers-Recording-106,6.08,datasets/Phrases/train/single-speakers/Recording-106.wav,106,a búg fón a búg fón a búg fón
single-speakers-Recording-107,7.168,datasets/Phrases/train/single-speakers/Recording-107.wav,107,a daŋ nyəb á dzǎl a daŋ nyəb á dzǎl a daŋ nyəb á dzǎl
single-speakers-Recording-108,6.656,datasets/Phrases/train/single-speakers/Recording-108.wav,108,a nə ewólo a nə ewólo a nə ewólo
single-speakers-Recording-109,6.72,datasets/Phrases/train/single-speakers/Recording-109.wav,109,ma wóg miǹtag ma wóg miǹtag ma wóg miǹtag
single-speakers-Recording-110,8.896,datasets/Phrases/train/single-speakers/Recording-110.wav,110,o nə engongɔ́l o nə engongɔ́l o nə engongɔ́l
single-speakers-Recording-111,10.56,datasets/Phrases/train/single-speakers/Recording-111.wav,111,ǹnǒm mod élé ásí ǹnǒm mod élé ásí ǹnǒm mod élé ásí
single-speakers-Recording-4,6.336,datasets/Phrases/train/single-speakers/Recording-4.wav,4,m̀bəmbə kídi m̀bəmbə kídi m̀bəmbə kídi
single-speakers-Recording-5,6.08,datasets/Phrases/train/single-speakers/Recording-5.wav,5,m̀bəmbə amǒs m̀bəmbə amǒs m̀bəmbə amǒs
single-speakers-Recording-7,7.04,datasets/Phrases/train/single-speakers/Recording-7.wav,7,yə o nə vɔɛ́  yə o nə vɔɛ́  yə o nə vɔɛ́
